Exercise,Counter,Timestamp,Acc_X1,Acc_Y1,Acc_Z1,Acc_X2,Acc_Y2,Acc_Z2,Rotspeed_X,Rotspeed_Y,Rotspeed_Z
1.0,112.0,5.858,-0.212434346458457,0.157356028774595,-0.00340408285678069,0.451505770056312,0.370111865861973,-0.31116789980051,-45.5,-13.88,-22.88
1.0,113.0,5.908,0.699637365929164,-0.702428431656206,-0.218521021427819,-0.583669806459463,0.103244314690111,0.989264943608893,-46.93,-16.37,-27.62
1.0,114.0,5.96,-0.358918662238402,0.253831556577935,-0.0660760096701342,1.14626883166232,0.526633222316538,-0.340280169690926,-48.81,-7.06,-33.75
1.0,115.0,6.01,1.06734252323428,0.0189316330377486,0.368019472536839,-0.389344299254209,0.441270098927757,0.747864982099216,-53.25,-14.75,-40.44
1.0,116.0,6.061,-1.10777427207477,0.209624375284883,-0.33066108765682,0.451020408080277,0.406794069913317,0.0251934790468371,-63.81,2.75,-51.62
1.0,117.0,6.112,-1.22024785204927,-0.241925220234897,-0.467291064882404,-0.179879270882709,-0.0874623904001962,-0.852868546328897,-61.07,-5.31,-57.5
1.0,118.0,6.163,1.56102952574852,0.767874819357264,0.977017154057691,0.819625767026085,0.745132698669226,0.701598444483725,-61.37,-48.94,-71.44
1.0,119.0,6.215,-1.38524784545191,-0.0900899604122367,-0.509016373090109,0.530167524073341,-0.283466561139691,0.414889856219496,-59.81,-5.37,-61.88
1.0,120.0,6.267,-0.978875879401628,-0.883676102977996,-0.594075775705351,-1.38753410877835,-0.0464034530848634,-0.103576281303974,-40.69,1.37,-66.0
1.0,121.0,6.319,2.13227731309649,0.0349221208362068,0.311895896311481,0.66273688131603,0.848486126784015,0.209969412526889,-52.19,-44.13,-58.44
1.0,122.0,6.371,-1.47891909954376,-0.443117341869084,-0.523230674305117,-0.831061363910492,-1.00189256928997,-0.606169687881255,-45.44,-9.19,-33.0
1.0,123.0,6.426,-0.762636112665419,-0.698704437249516,-0.213994151209301,-0.875129913029592,-1.11252694472103,-0.394040368091149,-49.75,-26.19,-31.88
1.0,124.0,6.48,1.16536749971758,0.972546363366955,0.218212744438984,0.477433463461164,0.605475601475013,-0.599261075197135,-47.75,-39.38,-39.0
1.0,125.0,6.538,-1.04942091205621,-0.799721591518292,-0.828064522653062,-0.174546669843535,-1.56217182493652,-0.41423363811456,-36.12,-22.94,-26.88
1.0,126.0,6.594,-0.455604978929418,-0.630716288922317,0.149339849208594,-1.1061138830724,-1.13479178242688,-0.238719358595334,-42.19,-26.75,-25.5
1.0,127.0,6.651,0.164738383641498,-0.0903471095542274,0.0414738876105556,-0.0239145966133636,-0.195047125686065,-0.702214934780274,-46.38,-20.87,-25.13
1.0,128.0,6.706,-0.395183846038571,-0.320804450481333,-0.284320535362181,-0.657615595700817,-1.69543132818551,-0.473556375992246,-40.69,-7.94,-21.69
1.0,129.0,6.759,0.0154318285504606,0.210946554113092,0.269325815736655,-0.681623913001649,-1.6236010144846,-0.268163874189765,-35.69,-13.75,-17.69
1.0,130.0,6.811,-0.358878626805046,0.694948772010572,0.360651899661842,0.00866608861034987,-2.00635111534919,-0.862037018724419,-26.88,-11.06,-22.44
1.0,131.0,6.863,0.0344851441002944,-0.0109616821256192,-0.0877714364509695,-0.4520877196437,-1.29815760632641,0.0114057570658491,-19.94,-11.5,-11.62
1.0,132.0,6.913,0.670156371778007,-0.149680027546796,0.31084126261929,-0.499389610454918,-0.453176336149365,-0.810620287118601,-17.5,-10.44,-12.38
1.0,133.0,6.964,0.286286851605084,-0.199917019742239,-0.414074909223064,-0.333841884663677,-0.939122409593627,-0.455446681155812,-16.87,4.19,-6.87
1.0,134.0,7.014,-0.292193035100706,-0.154253471419606,-0.198226789931849,-0.608068770709198,-1.37881630237645,-0.375430954965056,-21.88,5.5,-7.5
1.0,135.0,7.066,-0.358606366569639,0.0637750041496464,-0.169305571861754,-0.444909419061328,-1.71596085044432,-0.21844171400449,-15.81,6.81,-8.26
1.0,136.0,7.117,-0.341141415899825,0.138679157439607,-0.0561315579594266,-0.583378572839277,-1.89232457234646,0.208846195813017,-4.75,-3.57,-6.44
1.0,137.0,7.167,-0.294013578452607,-0.268439611512131,-0.107850321243356,-0.957567683486356,-1.83238168021487,-0.0273551094303345,6.88,-2.06,-2.88
1.0,138.0,7.218,-0.200595929702966,-0.246881692569906,-0.0417393698205329,-0.733079117332217,-1.61458368262109,-0.0397701812349364,8.69,0.87,5.13
1.0,139.0,7.27,-0.299203672740669,0.294896137387706,0.139853203729419,-0.386072713863995,-1.18420858307252,0.109325691564298,16.69,3.5,10.94
1.0,140.0,7.323,-0.306875457979264,-0.160593338704258,-0.201389423057459,-0.178551547611229,-0.979941799872686,0.118134661385816,26.25,15.06,12.69
1.0,141.0,7.375,0.281070730216308,-0.21462375864847,-0.0837621301248133,-0.533378824471893,-0.628583118561598,0.17319222962647,34.13,8.31,12.0
1.0,142.0,7.429,-0.210271690505204,0.316478346942824,0.144933990259464,-0.129745525977146,-0.897920710255113,0.0721125490725095,42.88,5.94,10.56
1.0,143.0,7.487,-0.476387500050605,-0.207162492054945,-0.243675331668077,-0.45216865897872,-0.912930737784476,-0.170560873450629,50.94,14.19,13.82
1.0,144.0,7.545,-0.58091405576315,-0.0439781546421385,-0.0833572865766025,-0.174955302176427,-0.549232160893026,-0.0946549302068403,52.75,16.25,21.51
1.0,145.0,7.601,-0.732896372196964,-0.0761146354991113,-0.135217745102405,-4.50811094813014e-05,-0.829391232411442,-0.166124890241273,54.94,22.31,26.88
1.0,146.0,7.657,-0.761454036087754,0.131784671813578,0.178738426535066,-0.31445352500085,-0.356032020054396,-0.322560436733672,57.88,16.0,34.5
1.0,147.0,7.711,-0.459516500422708,-0.452416167208845,-0.339584863527939,-0.397088231065969,-0.178369552471548,0.019702866482048,59.69,33.19,45.69
1.0,148.0,7.763,-0.269344679174184,-0.246293739878948,0.0219091306516265,-0.274105825647896,-0.0933716050520467,-0.12103393580571,53.69,9.75,59.0
1.0,149.0,7.816,-0.052473866278834,-0.0587856279260866,0.288438319709666,0.304587043273955,0.113149314438006,-0.171187447509119,51.5,32.25,65.81
1.0,150.0,7.867,0.517202086293541,-0.297658144834343,0.101268428042157,0.219931345962053,0.488547980713734,0.32990396604479,60.93,18.69,68.56
1.0,151.0,7.92,-0.327629087251091,-0.114965707305653,0.0268871412247093,0.0138253303444182,0.485487190695562,-0.030339278822631,60.5,20.62,73.75
1.0,152.0,7.973,-0.184660326873863,-0.230170808562669,-0.0129627094520304,0.555739513568523,0.40591933130406,0.681076598597302,63.94,19.0,79.0
1.0,153.0,8.025,0.2119108642679,0.34526536686097,0.142113448166706,1.1067531952277,0.499390710459943,1.05832176155525,68.18,-3.31,70.44
1.0,154.0,8.076,1.64033034510975,0.0555823177410262,0.53843298994412,-0.233819817306312,-0.0033500291727464,1.24297283014334,55.81,7.87,62.0
1.0,155.0,8.13,1.91833530726819,-0.471288862766987,0.328240548533651,0.366855154850018,0.0783031830087799,1.00434535042315,50.06,8.76,30.76
1.0,156.0,8.189,-0.481739925171878,0.310498180122197,0.0358516552979393,0.114305206865562,0.168107117065223,-0.0932865029874609,44.63,18.5,22.94
1.0,157.0,8.245,-0.763270324424164,0.212532841939447,0.0483421869273358,0.139178835259359,0.347752874173111,-0.0160344235050935,52.32,17.38,23.94
1.0,158.0,8.3,0.609110375895074,-0.190667946081346,0.0299260221145922,-0.0649629919487598,-0.140929184427594,0.801094210831224,40.31,2.94,14.69
1.0,159.0,8.358,0.283635226270988,-0.221947996064746,-0.0641198834159294,-0.371216311496519,-0.352094351929537,0.62728437968812,39.0,7.75,11.88
1.0,160.0,8.41,1.08334392287674,-0.115640545052287,0.210692043916137,0.918224289263355,-0.429145970960244,1.04595933683911,34.69,0.13,10.56
1.0,161.0,8.461,0.831560775430312,-0.233689467357076,0.142860973545387,0.598376405247668,-0.637146762681619,0.62046496599403,27.88,2.13,6.5
1.0,162.0,8.511,-0.151661008025338,-0.0229104345943557,0.0615183100041553,-0.163867869589099,-0.0606849995376672,0.118246956717695,20.51,13.12,-0.82
1.0,163.0,8.564,0.0608679166512118,-0.162542705833995,-0.00419670609854223,0.276208843392165,0.0528639153497051,0.121971280521751,15.0,9.62,-4.0
1.0,164.0,8.615,-0.124054586087992,-0.0457434162100164,0.0359316878428606,0.018955036951592,0.331078370523861,0.00596870066320367,9.19,3.32,-0.56
1.0,165.0,8.666,0.104658634897315,-0.0797048632827332,0.0422722272871511,0.0301044534319877,0.277131387106155,0.162621180928786,8.63,-5.19,1.81
1.0,166.0,8.716,-0.377450527841915,0.0295757197981902,-0.00201023088807609,0.0706399865968577,0.315822388102938,-0.152880205567466,10.32,-2.5,-0.69
1.0,167.0,8.767,-0.0517060667304058,-0.0977830912594568,-0.0469950827299046,0.0307339191860535,0.179097929805162,-0.0170629243632923,9.5,-1.37,1.56
1.0,168.0,8.819,-0.160871892536222,-0.116098748081229,0.003864154453162,-0.0368636927497476,-0.026702079356085,0.151784290615501,4.56,-2.44,3.69
1.0,169.0,8.87,0.00452301949817119,-0.16306810935292,-0.00038780044691231,-0.214090492468074,0.00843426061869361,0.177627756165505,1.69,1.07,4.25
1.0,170.0,8.921,0.363662028903533,-0.092849039613106,0.0465133611159851,0.224750263871868,-0.0851829946999633,0.258400229946497,-1.19,-2.88,2.25
1.0,171.0,8.971,0.108870089080687,-0.257505548263165,-0.0536769320331901,0.0275678535797603,-0.099385827724092,0.211953336104418,-7.31,1.06,1.81
1.0,172.0,9.023,0.217236744074593,-0.0538240137565832,0.0404543838127186,0.154603881699126,0.0449592790025996,0.174748601624718,-14.62,4.38,-0.13
1.0,173.0,9.074,-0.330655281056593,-0.1062177509798,-0.0088244387409639,-0.462442899139204,0.407048945067233,0.105135792481366,-18.81,6.69,-2.75
1.0,174.0,9.124,-0.151538595749585,0.00204433724259773,-0.0229230320847921,0.0581027565732604,0.208862446666835,0.0661815247428418,-25.06,-3.88,-3.5
